Dates,Area Name,Road/Intersection Name,Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather Conditions,Roadwork and Construction Activity
2023-09-02,M.G. Road,Trinity Circle,38393,35.82,1.50,100.00,100.00,0,126.79,57.57,86.73,74.90,105,Clear,No
2023-09-02,Yeshwanthpur,Yeshwanthpur Circle,8197,36.55,1.07,30.89,43.40,0,66.39,31.91,70.29,63.93,194,Clear,No
2023-09-03,Indiranagar,100 Feet Road,33219,35.14,1.50,100.00,100.00,0,116.44,55.30,61.94,72.09,100,Clear,No
2023-09-03,Indiranagar,CMH Road,48370,23.82,1.50,100.00,100.00,4,146.74,52.03,82.75,81.07,105,Overcast,No
2023-09-03,Koramangala,Sarjapur Road,47029,36.08,1.50,100.00,100.00,0,144.06,56.68,82.19,97.00,95,Clear,No
2023-09-03,Electronic City,Hosur Road,17083,40.62,1.16,61.18,84.35,0,84.17,16.15,84.87,98.63,114,Overcast,Yes
2023-09-03,M.G. Road,Trinity Circle,36627,42.55,1.50,100.00,100.00,5,123.25,54.99,76.25,58.38,87,Clear,No
2023-09-03,M.G. Road,Anil Kumble Circle,39586,51.83,1.50,100.00,100.00,2,129.17,70.72,69.30,81.81,89,Windy,Yes
2023-09-03,Jayanagar,Jayanagar 4th Block,8081,46.19,1.32,22.79,38.85,0,66.16,17.97,80.01,72.38,202,Clear,No
2023-09-03,Jayanagar,South End Circle,18850,32.65,1.29,67.85,92.51,0,87.70,74.09,87.51,97.42,88,Clear,No
2023-09-03,Yeshwanthpur,Tumkur Road,19877,35.27,1.08,60.28,100.00,0,89.75,27.57,92.32,73.69,96,Clear,No
2023-09-04,Indiranagar,100 Feet Road,50769,26.26,1.50,100.00,100.00,1,151.54,50.99,70.07,83.08,97,Rain,Yes
2023-09-04,Indiranagar,CMH Road,44067,47.09,1.50,100.00,100.00,2,138.13,28.90,92.73,62.99,97,Clear,No
2023-09-04,Whitefield,ITPL Main Road,26173,20.00,1.50,88.18,100.00,2,102.35,72.68,67.69,63.51,80,Overcast,No
2023-09-04,Koramangala,Sony World Junction,61815,35.31,1.50,100.00,100.00,4,173.63,75.57,73.40,83.25,96,Clear,No
2023-09-04,Koramangala,Sarjapur Road,45560,54.19,1.50,100.00,100.00,0,141.12,32.91,84.36,54.22,90,Clear,No
2023-09-04,Electronic City,Hosur Road,17380,53.57,1.22,61.49,91.05,1,84.76,45.68,73.45,50.58,88,Rain,No
2023-09-04,M.G. Road,Trinity Circle,24216,60.78,1.04,70.80,100.00,2,98.43,25.36,97.85,85.48,107,Overcast,No
2023-09-04,M.G. Road,Anil Kumble Circle,15197,34.17,1.40,48.64,77.67,1,80.39,47.40,82.92,90.89,89,Overcast,No
2023-09-04,Jayanagar,Jayanagar 4th Block,29117,23.22,1.50,89.81,100.00,2,108.23,52.78,62.14,59.67,106,Clear,No
2023-09-04,Jayanagar,South End Circle,34022,33.11,1.50,100.00,100.00,2,118.04,24.48,61.27,75.26,101,Clear,No
2023-09-04,Yeshwanthpur,Yeshwanthpur Circle,12218,36.31,1.21,32.79,58.97,0,74.44,46.91,71.95,57.49,215,Clear,No
2023-09-04,Yeshwanthpur,Tumkur Road,30418,42.27,1.50,100.00,100.00,1,110.84,77.77,88.91,53.83,95,Windy,No
2023-09-05,Indiranagar,100 Feet Road,36054,26.91,1.50,100.00,100.00,2,122.11,78.42,75.33,89.16,92,Fog,Yes
2023-09-05,Indiranagar,CMH Road,22544,60.14,1.40,67.95,100.00,0,95.09,60.21,79.84,87.52,111,Overcast,No
2023-09-05,Whitefield,Marathahalli Bridge,15088,57.43,1.04,53.06,78.94,0,80.18,48.01,68.31,66.89,97,Clear,No
2023-09-05,Koramangala,Sarjapur Road,43880,37.74,1.50,100.00,100.00,4,137.76,10.91,94.81,54.62,109,Overcast,No
2023-09-05,M.G. Road,Trinity Circle,41318,26.48,1.50,100.00,100.00,3,132.64,46.59,61.45,85.73,81,Overcast,No
2023-09-05,M.G. Road,Anil Kumble Circle,37098,24.64,1.50,100.00,100.00,0,124.20,44.68,95.03,76.72,94,Clear,No
2023-09-05,Jayanagar,South End Circle,27173,20.00,1.50,99.52,100.00,2,104.35,16.38,99.19,78.52,100,Clear,No
2023-09-05,Hebbal,Hebbal Flyover,21836,35.04,1.19,72.37,100.00,3,93.67,52.65,97.44,78.31,69,Windy,No
2023-09-05,Hebbal,Ballari Road,26641,35.83,1.50,87.74,100.00,4,103.28,11.48,66.18,53.58,107,Fog,No
2023-09-05,Yeshwanthpur,Yeshwanthpur Circle,23086,52.95,1.32,78.70,100.00,3,96.17,77.36,94.82,80.30,95,Overcast,No
2023-09-06,Indiranagar,100 Feet Road,24538,41.00,1.22,88.35,100.00,4,99.08,35.40,86.60,57.06,110,Fog,No
2023-09-06,Whitefield,Marathahalli Bridge,18807,53.92,1.12,58.32,91.18,1,87.61,27.25,84.98,73.38,86,Clear,No
2023-09-06,Whitefield,ITPL Main Road,15879,49.30,1.06,55.15,82.48,1,81.76,26.73,95.32,59.69,108,Clear,No
2023-09-06,Koramangala,Sony World Junction,28016,48.51,1.50,100.00,100.00,3,106.03,30.25,82.92,60.96,99,Fog,No
2023-09-06,Koramangala,Sarjapur Road,47610,34.47,1.50,100.00,100.00,1,145.22,74.83,63.00,95.44,121,Fog,Yes
2023-09-06,Electronic City,Hosur Road,15619,54.40,1.36,51.82,78.11,0,81.24,79.82,97.82,53.60,102,Clear,No
2023-09-06,M.G. Road,Trinity Circle,26305,32.50,1.50,85.25,100.00,1,102.61,57.91,92.81,82.35,95,Clear,No
2023-09-06,Jayanagar,Jayanagar 4th Block,21257,55.96,1.29,66.37,100.00,0,92.51,26.41,75.09,84.85,100,Clear,No
2023-09-06,Jayanagar,South End Circle,17924,41.83,1.38,65.29,87.63,2,85.85,45.83,65.43,53.98,91,Clear,No
2023-09-06,Hebbal,Hebbal Flyover,33342,44.54,1.50,100.00,100.00,1,116.68,72.68,84.86,53.55,103,Overcast,No
2023-09-06,Hebbal,Ballari Road,30828,38.52,1.50,100.00,100.00,4,111.66,78.20,97.99,89.03,69,Clear,No
2023-09-06,Yeshwanthpur,Tumkur Road,12684,64.35,1.02,41.13,66.01,0,75.37,74.11,79.06,75.60,191,Clear,No
2023-09-07,Indiranagar,100 Feet Road,35248,32.32,1.50,100.00,100.00,1,120.50,58.72,74.38,93.29,89,Clear,No
2023-09-07,Koramangala,Sarjapur Road,30593,52.07,1.50,100.00,100.00,0,111.19,32.38,87.65,93.06,88,Windy,No
2023-09-07,Electronic City,Silk Board Junction,17275,25.92,1.07,62.09,86.40,1,84.55,36.38,95.86,62.71,115,Clear,No
2023-09-07,Jayanagar,Jayanagar 4th Block,31140,38.47,1.50,100.00,100.00,4,112.28,18.36,80.99,63.87,98,Clear,No
2023-09-07,Jayanagar,South End Circle,18655,36.97,1.06,69.80,96.13,1,87.31,14.04,63.06,84.49,118,Overcast,No
2023-09-07,Yeshwanthpur,Yeshwanthpur Circle,24764,44.38,1.17,82.74,100.00,2,99.53,27.60,76.50,80.99,99,Clear,No
2023-09-08,Indiranagar,100 Feet Road,11608,27.53,1.10,43.08,61.66,0,73.22,11.70,95.02,78.87,178,Clear,No
2023-09-08,Indiranagar,CMH Road,49995,41.65,1.50,100.00,100.00,1,149.99,52.42,91.92,87.20,102,Rain,No
2023-09-08,Whitefield,ITPL Main Road,14749,46.41,1.34,48.71,73.36,1,79.50,26.71,85.79,92.91,195,Clear,No
2023-09-08,M.G. Road,Anil Kumble Circle,41548,30.94,1.50,100.00,100.00,3,133.10,39.37,97.03,98.61,85,Clear,No
2023-09-08,Jayanagar,South End Circle,22467,32.46,1.29,76.88,100.00,2,94.93,14.66,97.15,93.08,94,Overcast,No
2023-09-08,Hebbal,Hebbal Flyover,28697,20.00,1.50,100.00,100.00,2,107.39,39.83,98.92,50.04,96,Clear,No
2023-09-09,Indiranagar,100 Feet Road,24382,72.41,1.16,72.81,100.00,2,98.76,31.20,78.79,86.72,91,Clear,No
2023-09-09,Whitefield,ITPL Main Road,19585,53.09,1.14,63.86,96.68,2,89.17,28.42,81.60,73.91,99,Rain,No
2023-09-09,Koramangala,Sony World Junction,53777,45.79,1.50,100.00,100.00,2,157.55,72.25,91.90,70.09,89,Clear,No
2023-09-09,Koramangala,Sarjapur Road,58367,61.52,1.50,100.00,100.00,0,166.73,39.18,78.60,80.53,105,Clear,No
2023-09-09,Electronic City,Hosur Road,17332,51.02,1.35,48.29,82.57,0,84.66,69.36,77.97,91.97,95,Overcast,Yes
2023-09-09,M.G. Road,Anil Kumble Circle,38820,28.47,1.50,100.00,100.00,1,127.64,65.39,98.95,61.42,81,Rain,No
2023-09-09,Jayanagar,Jayanagar 4th Block,10187,41.06,1.36,34.12,51.95,2,70.37,13.71,87.00,52.38,179,Clear,No
2023-09-09,Jayanagar,South End Circle,27022,32.21,1.50,96.27,100.00,2,104.04,20.98,73.51,78.07,100,Clear,No
2023-09-09,Yeshwanthpur,Yeshwanthpur Circle,24098,48.14,1.31,73.82,100.00,1,98.20,64.83,85.37,87.02,110,Clear,No
2023-09-10,Indiranagar,100 Feet Road,22512,49.20,1.35,66.68,100.00,2,95.02,26.06,84.01,98.32,84,Clear,No
2023-09-10,Indiranagar,CMH Road,29570,38.20,1.50,100.00,100.00,0,109.14,13.98,92.57,89.91,111,Clear,No
2023-09-10,Koramangala,Sony World Junction,46041,32.19,1.50,100.00,100.00,0,142.08,31.19,69.19,91.31,102,Clear,No
2023-09-10,Koramangala,Sarjapur Road,47166,33.84,1.50,100.00,100.00,6,144.33,34.85,73.73,75.61,112,Fog,Yes
2023-09-10,Electronic City,Hosur Road,26479,28.89,1.50,89.23,100.00,3,102.96,30.53,85.79,86.21,99,Clear,No
2023-09-10,M.G. Road,Trinity Circle,28356,49.00,1.50,100.00,100.00,3,106.71,67.91,79.08,88.73,92,Clear,No
2023-09-10,M.G. Road,Anil Kumble Circle,24848,31.13,1.32,88.48,100.00,4,99.70,63.98,64.17,85.16,115,Overcast,No
2023-09-10,Jayanagar,Jayanagar 4th Block,23436,46.65,1.24,72.39,100.00,2,96.87,74.05,78.70,81.44,112,Clear,Yes
2023-09-10,Jayanagar,South End Circle,15597,21.78,1.35,57.33,74.94,0,81.19,50.86,82.62,77.28,123,Clear,No
2023-09-10,Hebbal,Hebbal Flyover,28435,40.81,1.50,95.02,100.00,3,106.87,13.31,64.54,84.72,103,Fog,No
2023-09-10,Yeshwanthpur,Yeshwanthpur Circle,6451,41.32,1.11,17.62,31.81,1,62.90,77.71,81.67,93.81,214,Clear,No
2023-09-11,Indiranagar,100 Feet Road,43569,41.20,1.50,100.00,100.00,1,137.14,26.59,87.51,76.42,83,Overcast,No
2023-09-11,Indiranagar,CMH Road,11825,50.98,1.25,37.70,56.26,3,73.65,13.53,94.32,58.81,202,Rain,Yes
2023-09-11,Whitefield,Marathahalli Bridge,23308,47.10,1.27,75.90,100.00,4,96.62,59.54,81.10,72.02,94,Clear,No
2023-09-11,Koramangala,Sony World Junction,30699,23.55,1.50,100.00,100.00,3,111.40,62.29,88.98,58.33,90,Clear,No
2023-09-11,Electronic City,Hosur Road,13028,47.86,1.01,48.86,64.76,1,76.06,49.85,70.40,78.70,191,Clear,No
2023-09-11,Electronic City,Silk Board Junction,32802,26.22,1.50,100.00,100.00,0,115.60,17.30,93.23,55.47,91,Overcast,Yes
2023-09-11,M.G. Road,Trinity Circle,38877,20.00,1.50,100.00,100.00,1,127.75,35.82,68.50,65.64,86,Clear,No
2023-09-11,M.G. Road,Anil Kumble Circle,39818,45.51,1.50,100.00,100.00,3,129.64,15.23,87.47,73.36,89,Clear,No
2023-09-11,Jayanagar,South End Circle,33706,26.72,1.50,100.00,100.00,2,117.41,10.77,96.20,72.08,91,Clear,No
2023-09-11,Yeshwanthpur,Yeshwanthpur Circle,11398,38.03,1.38,31.42,53.69,0,72.80,58.78,75.17,52.19,214,Overcast,No
2023-09-12,Indiranagar,100 Feet Road,12157,37.67,1.10,31.09,56.55,0,74.31,53.93,65.71,92.29,201,Rain,No
2023-09-12,Indiranagar,CMH Road,45099,26.37,1.50,100.00,100.00,0,140.20,66.21,85.68,87.15,89,Fog,No
2023-09-12,Whitefield,Marathahalli Bridge,22159,48.13,1.08,69.63,100.00,0,94.32,79.58,75.82,82.41,97,Windy,No
2023-09-12,Whitefield,ITPL Main Road,14274,37.74,1.01,54.82,73.18,0,78.55,20.29,61.63,69.23,174,Fog,No
2023-09-12,Koramangala,Sony World Junction,32197,37.00,1.50,100.00,100.00,1,114.39,61.83,75.97,95.90,94,Clear,No
2023-09-12,Koramangala,Sarjapur Road,27180,35.20,1.50,87.36,100.00,2,104.36,23.12,91.60,80.09,96,Clear,No
2023-09-12,M.G. Road,Trinity Circle,36593,42.30,1.50,100.00,100.00,0,123.19,55.34,79.28,57.12,99,Overcast,Yes
2023-09-12,M.G. Road,Anil Kumble Circle,42166,42.57,1.50,100.00,100.00,2,134.33,42.10,66.45,78.70,105,Clear,No
2023-09-12,Jayanagar,Jayanagar 4th Block,36642,36.55,1.50,100.00,100.00,0,123.28,70.58,90.00,54.81,97,Fog,No
2023-09-12,Jayanagar,South End Circle,23995,45.66,1.29,73.55,100.00,2,97.99,76.12,89.31,94.06,114,Rain,No
2023-09-12,Hebbal,Hebbal Flyover,28917,34.51,1.50,100.00,100.00,2,107.83,21.52,77.91,67.09,93,Clear,No
2023-09-12,Hebbal,Ballari Road,39901,48.60,1.50,100.00,100.00,0,129.80,17.11,65.65,84.60,110,Clear,No
2023-09-13,Indiranagar,100 Feet Road,36394,37.75,1.50,100.00,100.00,2,122.79,66.51,84.79,62.79,114,Clear,No
2023-09-13,Indiranagar,CMH Road,34206,35.49,1.50,100.00,100.00,0,118.41,32.10,81.81,50.96,101,Clear,No
2023-09-13,Whitefield,Marathahalli Bridge,16639,48.40,1.26,49.02,87.40,1,83.28,65.25,88.34,73.72,88,Overcast,No
2023-09-13,Koramangala,Sarjapur Road,40125,20.00,1.50,100.00,100.00,1,130.25,66.13,94.09,91.27,102,Clear,No
2023-09-13,Electronic City,Silk Board Junction,5657,44.00,1.14,18.35,26.86,1,61.31,15.24,67.97,91.00,206,Clear,No
2023-09-13,M.G. Road,Trinity Circle,25260,26.49,1.50,79.68,100.00,0,100.52,43.19,89.23,95.33,128,Clear,No
2023-09-13,M.G. Road,Anil Kumble Circle,12850,51.71,1.12,35.85,63.50,0,75.70,74.69,68.47,54.32,190,Clear,No
2023-09-13,Jayanagar,Jayanagar 4th Block,37387,55.77,1.50,100.00,100.00,1,124.77,23.05,78.01,57.01,104,Clear,No
2023-09-13,Yeshwanthpur,Yeshwanthpur Circle,5220,65.28,1.05,24.59,26.07,0,60.44,39.22,89.51,52.59,189,Clear,No
2023-09-13,Yeshwanthpur,Tumkur Road,19234,50.11,1.32,56.55,93.80,0,88.47,31.79,89.35,63.45,108,Clear,No
2023-09-14,Indiranagar,100 Feet Road,34886,36.71,1.50,100.00,100.00,1,119.77,49.83,66.19,93.04,111,Clear,No
2023-09-14,Indiranagar,CMH Road,27411,48.33,1.50,85.81,100.00,1,104.82,62.58,92.38,89.98,118,Overcast,No
2023-09-14,Whitefield,Marathahalli Bridge,19999,43.16,1.04,76.22,100.00,3,90.00,73.75,94.19,79.36,105,Overcast,Yes
2023-09-14,Koramangala,Sony World Junction,57812,22.68,1.50,100.00,100.00,4,165.62,44.05,79.91,86.54,96,Clear,No
2023-09-14,Koramangala,Sarjapur Road,50886,34.36,1.50,100.00,100.00,2,151.77,35.99,98.23,61.67,94,Clear,Yes
2023-09-14,M.G. Road,Trinity Circle,23205,39.77,1.06,77.49,100.00,2,96.41,76.84,73.47,55.16,95,Clear,No
2023-09-14,M.G. Road,Anil Kumble Circle,38332,23.92,1.50,100.00,100.00,1,126.66,73.48,71.38,66.15,95,Fog,No
2023-09-14,Jayanagar,Jayanagar 4th Block,26473,30.29,1.50,89.46,100.00,2,102.95,28.93,73.57,69.60,87,Overcast,No
2023-09-14,Hebbal,Hebbal Flyover,20853,46.80,1.01,59.95,100.00,0,91.71,37.41,75.10,54.95,108,Clear,No
2023-09-14,Yeshwanthpur,Tumkur Road,15537,28.90,1.25,53.25,78.29,2,81.07,60.47,62.02,62.42,85,Rain,Yes
2023-09-15,Indiranagar,100 Feet Road,28589,47.49,1.50,88.54,100.00,4,107.18,56.52,63.38,64.99,97,Overcast,No
2023-09-15,Indiranagar,CMH Road,45304,38.41,1.50,100.00,100.00,3,140.61,12.87,70.21,64.24,100,Windy,Yes
2023-09-15,Whitefield,Marathahalli Bridge,24031,49.27,1.14,73.35,100.00,0,98.06,14.90,62.55,73.32,119,Clear,No
2023-09-15,Koramangala,Sony World Junction,15312,55.29,1.13,44.10,78.95,1,80.62,78.80,64.48,63.23,95,Clear,No
2023-09-15,Electronic City,Hosur Road,21699,35.70,1.29,77.62,100.00,1,93.40,45.93,86.10,63.50,99,Clear,No
2023-09-15,Electronic City,Silk Board Junction,5816,38.16,1.32,26.40,26.76,1,61.63,74.11,95.56,71.76,202,Clear,No
2023-09-15,Jayanagar,South End Circle,20999,44.64,1.11,68.13,100.00,1,92.00,44.69,89.50,82.22,118,Clear,No
2023-09-15,Hebbal,Hebbal Flyover,28173,33.52,1.50,91.12,100.00,1,106.35,40.68,97.57,88.12,92,Clear,Yes
2023-09-16,Indiranagar,100 Feet Road,34303,41.82,1.50,100.00,100.00,1,118.61,15.28,98.24,84.38,104,Overcast,No
2023-09-16,Indiranagar,CMH Road,49247,26.25,1.50,100.00,100.00,3,148.49,39.50,88.92,54.35,113,Overcast,No
2023-09-16,Whitefield,ITPL Main Road,25046,40.76,1.50,90.57,100.00,0,100.09,71.47,84.71,62.37,105,Fog,No
2023-09-16,Koramangala,Sony World Junction,64609,44.85,1.50,100.00,100.00,2,179.22,58.41,92.20,98.40,112,Clear,No
2023-09-16,Koramangala,Sarjapur Road,67805,31.98,1.50,100.00,100.00,1,185.61,57.08,99.07,65.26,118,Rain,No
2023-09-16,M.G. Road,Trinity Circle,40113,35.06,1.50,100.00,100.00,2,130.23,65.02,74.11,99.94,101,Fog,No
2023-09-16,M.G. Road,Anil Kumble Circle,11854,51.30,1.10,32.49,56.83,1,73.71,25.12,69.90,68.91,234,Clear,Yes
2023-09-16,Jayanagar,Jayanagar 4th Block,18555,55.36,1.34,63.26,90.05,0,87.11,37.67,61.17,74.87,93,Clear,No
2023-09-16,Jayanagar,South End Circle,26533,40.58,1.50,98.08,100.00,0,103.07,76.16,80.40,80.03,103,Clear,No
2023-09-16,Hebbal,Ballari Road,39759,38.81,1.50,100.00,100.00,0,129.52,67.50,72.59,65.21,105,Clear,No
2023-09-16,Yeshwanthpur,Tumkur Road,8985,46.70,1.29,23.43,40.45,1,67.97,48.54,78.68,52.49,207,Clear,No
2023-09-17,Indiranagar,100 Feet Road,32299,45.18,1.50,99.55,100.00,4,114.60,38.47,68.86,53.56,116,Clear,No
2023-09-17,Indiranagar,CMH Road,11570,48.00,1.04,30.31,59.29,0,73.14,50.49,68.04,91.83,186,Clear,No
2023-09-17,Whitefield,Marathahalli Bridge,26027,35.41,1.50,92.26,100.00,1,102.05,68.67,92.22,78.43,96,Rain,No
2023-09-17,Whitefield,ITPL Main Road,21814,48.35,1.34,72.78,100.00,2,93.63,25.47,82.53,50.09,89,Overcast,No
2023-09-17,Koramangala,Sony World Junction,14004,23.66,1.34,40.57,65.67,1,78.01,58.36,63.66,83.63,197,Clear,Yes
2023-09-17,Koramangala,Sarjapur Road,62000,30.57,1.50,100.00,100.00,3,174.00,55.17,84.82,99.75,95,Clear,No
2023-09-17,M.G. Road,Trinity Circle,29433,31.43,1.50,100.00,100.00,2,108.87,62.64,79.24,63.54,106,Rain,No
2023-09-17,M.G. Road,Anil Kumble Circle,53342,34.70,1.50,100.00,100.00,4,156.68,41.75,72.28,71.40,120,Clear,No
2023-09-17,Jayanagar,Jayanagar 4th Block,30152,20.00,1.50,99.89,100.00,3,110.30,68.85,65.19,90.04,97,Clear,No
2023-09-17,Yeshwanthpur,Yeshwanthpur Circle,14825,45.18,1.31,53.94,73.50,0,79.65,29.32,99.54,61.54,183,Clear,No
2023-09-17,Yeshwanthpur,Tumkur Road,13835,62.03,1.31,37.96,67.34,0,77.67,42.09,76.12,63.05,212,Clear,No
2023-09-18,Indiranagar,CMH Road,39046,23.01,1.50,100.00,100.00,2,128.09,74.25,80.29,92.26,87,Clear,No
2023-09-18,Whitefield,Marathahalli Bridge,26820,35.50,1.50,82.69,100.00,2,103.64,72.91,97.22,55.60,91,Overcast,No
2023-09-18,Whitefield,ITPL Main Road,21415,58.39,1.39,68.43,100.00,1,92.83,34.98,76.41,70.91,108,Fog,No
2023-09-18,Koramangala,Sony World Junction,44934,32.94,1.50,100.00,100.00,1,139.87,61.13,88.18,69.33,88,Clear,No
2023-09-18,Koramangala,Sarjapur Road,32488,20.00,1.50,100.00,100.00,2,114.98,58.51,73.59,97.02,104,Windy,No
2023-09-18,M.G. Road,Trinity Circle,39046,35.81,1.50,100.00,100.00,1,128.09,33.50,80.89,83.05,116,Clear,No
2023-09-18,Jayanagar,South End Circle,31238,39.50,1.50,100.00,100.00,2,112.48,57.92,78.84,98.89,106,Overcast,No
2023-09-18,Hebbal,Hebbal Flyover,10930,65.46,1.20,30.57,54.59,0,71.86,11.53,66.50,95.09,213,Windy,No
2023-09-19,Indiranagar,100 Feet Road,12128,46.99,1.09,34.95,62.51,1,74.26,73.35,89.88,99.20,197,Overcast,No
2023-09-19,Indiranagar,CMH Road,37149,43.15,1.50,100.00,100.00,3,124.30,19.84,85.74,92.78,88,Overcast,No
2023-09-19,Koramangala,Sarjapur Road,44748,31.26,1.50,100.00,100.00,3,139.50,62.71,89.01,56.92,107,Clear,No
2023-09-19,Electronic City,Silk Board Junction,8277,49.26,1.33,29.23,43.09,0,66.55,44.43,74.83,74.86,208,Clear,No
2023-09-19,Jayanagar,South End Circle,9548,55.36,1.20,35.57,52.05,0,69.10,21.87,83.59,85.34,206,Rain,No
2023-09-19,Hebbal,Hebbal Flyover,33454,33.41,1.50,100.00,100.00,3,116.91,57.07,92.83,64.17,107,Clear,No
2023-09-19,Yeshwanthpur,Tumkur Road,6436,22.93,1.03,14.22,32.43,1,62.87,70.38,81.80,64.34,203,Clear,No
2023-09-20,Indiranagar,100 Feet Road,24036,52.75,1.06,83.49,100.00,0,98.07,71.03,77.38,88.87,112,Clear,No
2023-09-20,Indiranagar,CMH Road,31045,20.00,1.50,100.00,100.00,0,112.09,72.20,93.45,97.05,91,Clear,No
2023-09-20,Koramangala,Sony World Junction,60867,31.31,1.50,100.00,100.00,4,171.73,28.91,64.61,53.08,85,Clear,No
2023-09-20,Koramangala,Sarjapur Road,29343,39.15,1.50,100.00,100.00,2,108.69,78.97,69.73,84.43,82,Clear,Yes
2023-09-20,M.G. Road,Trinity Circle,24882,42.24,1.24,78.01,100.00,1,99.76,71.56,78.84,75.50,109,Fog,No
2023-09-20,M.G. Road,Anil Kumble Circle,25362,54.33,1.50,75.85,100.00,2,100.72,25.92,72.45,86.80,104,Clear,No
2023-09-20,Jayanagar,Jayanagar 4th Block,27517,28.19,1.50,95.52,100.00,3,105.03,64.11,79.23,52.90,84,Clear,No
2023-09-20,Jayanagar,South End Circle,9801,36.35,1.32,22.75,45.07,2,69.60,36.56,80.18,75.39,194,Clear,No
2023-09-20,Hebbal,Hebbal Flyover,42666,22.32,1.50,100.00,100.00,1,135.33,45.48,60.63,80.96,95,Overcast,No
2023-09-20,Yeshwanthpur,Tumkur Road,11437,34.59,1.32,34.14,55.98,0,72.87,46.40,64.68,93.46,213,Clear,Yes
2023-09-21,Indiranagar,100 Feet Road,34557,37.77,1.50,100.00,100.00,7,119.11,79.77,85.48,74.43,99,Clear,No
2023-09-21,Indiranagar,CMH Road,49784,31.40,1.50,100.00,100.00,1,149.57,58.83,74.52,97.64,107,Clear,No
2023-09-21,Koramangala,Sarjapur Road,28038,37.06,1.50,97.37,100.00,7,106.08,26.00,96.97,63.73,96,Overcast,Yes
2023-09-21,Electronic City,Silk Board Junction,6976,32.50,1.04,30.28,36.80,0,63.95,38.27,92.35,96.60,205,Overcast,No
2023-09-21,M.G. Road,Trinity Circle,41088,38.55,1.50,100.00,100.00,1,132.18,62.97,71.41,88.99,83,Clear,No
2023-09-21,M.G. Road,Anil Kumble Circle,44993,30.52,1.50,100.00,100.00,3,139.99,60.03,98.78,76.89,101,Clear,No
2023-09-21,Jayanagar,Jayanagar 4th Block,29243,37.10,1.50,100.00,100.00,3,108.49,11.71,94.09,64.10,96,Clear,No
2023-09-21,Jayanagar,South End Circle,37059,36.24,1.50,100.00,100.00,4,124.12,62.22,71.03,64.08,103,Clear,Yes
2023-09-21,Hebbal,Ballari Road,9435,68.99,1.15,28.56,50.77,0,68.87,74.83,69.43,74.38,214,Clear,No
2023-09-21,Yeshwanthpur,Tumkur Road,18995,34.43,1.22,57.58,98.90,0,87.99,21.58,62.43,89.07,111,Clear,No
2023-09-22,Indiranagar,CMH Road,23627,35.06,1.15,80.66,100.00,2,97.25,69.22,82.60,89.39,95,Clear,No
2023-09-22,Koramangala,Sony World Junction,43484,20.00,1.50,100.00,100.00,2,136.97,33.00,68.78,93.25,86,Rain,No
2023-09-22,Electronic City,Silk Board Junction,23470,44.54,1.21,75.40,100.00,1,96.94,26.66,68.93,88.20,81,Rain,No
2023-09-22,M.G. Road,Trinity Circle,40571,25.25,1.50,100.00,100.00,1,131.14,20.37,70.58,51.27,104,Clear,No
2023-09-22,Hebbal,Hebbal Flyover,27451,44.16,1.50,100.00,100.00,1,104.90,20.88,68.27,76.81,101,Overcast,Yes
2023-09-22,Hebbal,Ballari Road,44053,29.38,1.50,100.00,100.00,3,138.11,37.98,92.89,57.52,89,Overcast,No
2023-09-23,Indiranagar,100 Feet Road,9469,52.42,1.32,32.75,52.08,0,68.94,74.05,75.18,75.37,217,Overcast,No
2023-09-23,Indiranagar,CMH Road,33434,25.59,1.50,100.00,100.00,4,116.87,71.26,85.83,95.90,118,Fog,No
2023-09-23,Whitefield,Marathahalli Bridge,22870,42.80,1.28,77.68,100.00,1,95.74,29.56,99.29,98.13,112,Overcast,No
2023-09-23,Koramangala,Sony World Junction,49533,57.26,1.50,100.00,100.00,5,149.07,78.98,99.78,80.44,96,Rain,No
2023-09-23,Electronic City,Silk Board Junction,11772,44.24,1.26,31.33,57.82,1,73.54,71.89,67.40,80.53,225,Clear,No
2023-09-23,M.G. Road,Trinity Circle,33442,38.55,1.50,100.00,100.00,1,116.88,35.15,80.47,69.01,95,Clear,No
2023-09-23,M.G. Road,Anil Kumble Circle,50950,20.99,1.50,100.00,100.00,2,151.90,66.89,85.84,91.06,82,Clear,No
2023-09-23,Jayanagar,South End Circle,24583,38.15,1.09,86.54,100.00,2,99.17,12.54,92.83,70.82,105,Clear,Yes
2023-09-23,Hebbal,Ballari Road,19291,40.44,1.36,73.69,91.79,4,88.58,55.74,67.30,53.71,96,Windy,Yes
2023-09-23,Yeshwanthpur,Yeshwanthpur Circle,15329,49.72,1.23,50.30,71.79,0,80.66,15.87,68.77,53.43,115,Clear,No
2023-09-23,Yeshwanthpur,Tumkur Road,24689,41.15,1.26,85.00,100.00,3,99.38,39.19,74.74,99.19,103,Clear,No
2023-09-24,Indiranagar,100 Feet Road,25999,37.68,1.50,77.35,100.00,2,102.00,32.95,70.42,69.60,112,Fog,No
2023-09-24,Indiranagar,CMH Road,49334,30.46,1.50,100.00,100.00,2,148.67,27.26,60.76,84.95,109,Fog,No
